Image,Name,Rating,Number of Episodes,Description
"https://m.media-amazon.com/images/M/MV5BMDlmOGRlMWUtMmM0ZC00MmFlLWEwNTgtMDk2M2Q5ZTA0MWY1XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",584. Beautiful Bones: Sakurako's Investigation,6.8, (466),"Shoutarou Tatewaki, a high schooler living in Asahikawa City, Hokkaido, meets Sakurako Kujou, a bone-loving ojou-san who has an ability to analyze specimen. Because of meeting her, he has to accompany her to various cases."
"https://m.media-amazon.com/images/M/MV5BZDI3ZWUyM2QtYzg4Ny00Y2EyLThlMjEtNmM2YTJkMjljOWE1XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",585. Ayaka: A Story of Bonds and Wounds,5.7, (196),"As an orphan, Yukito Yanagi's life is filled with questions, but that all changed when he meets his father's disciple who takes him to his birthplace on Ayaka. A strange island filled with legends of dragons and mysterious beings."
"https://m.media-amazon.com/images/M/MV5BMTYwNDk0MjY4MV5BMl5BanBnXkFtZTYwOTY1MTk5._V1_QL75_UX140_CR0,3,140,207_.jpg",586. Metamorphoses,6.1, (191),"Several animated stories from ""Metamorphoses"", Roman poet Ovid's narrative of legends, are presented."
"https://m.media-amazon.com/images/M/MV5BMzhjOWM3YjgtYjE2ZC00MThmLThjMzctOTUyYWFiM2UwOTEzXkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg",587. Go Go Anime!,,,A documentary on anime fans as they wait for Anime Expo 2003.
"https://m.media-amazon.com/images/M/MV5BOGQyNzcyMjItMmRlZC00MDhjLTkxNzgtMTNhZWYxMmZmZjhmXkEyXkFqcGc@._V1_QL75_UX140_CR0,3,140,207_.jpg",588. This Art Club Has a Problem!,6.7, (484),"An ordinary arts club at an ordinary middle school, Tsukimori Middle School. One member, Uchimaki Subaru, wastes his abundant talent trying to draw his perfect 2D waifu. Another, Usami Mizuki, can't stop thinking about the loser that is Uchimaki-kun. Then there is the club president, who, despite being asleep all the time, seems to care for the two, and another vague, sketchy member, Colette. Today, yet again, in this art club full of mild disappointments, a problem arises."
"https://m.media-amazon.com/images/M/MV5BOGViYTgwZDItYWYyNi00ZjJhLWFhYTgtMWY3NWIwNzljMjQ0XkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",589. Air Master,6.8, (196),"High school girl Maki is secretly an undefeated street fighter known as Air Master. When she defends girls from a bully, another fighter called Lucha Master challenges her to an intense battle."
"https://m.media-amazon.com/images/M/MV5BZjRhNGE3YzAtMGFmNC00MDg2LWFiZDMtZWFlYzc2N2ZkYmNiXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",590. Future Folktales,6.5, (91),"In Saudi Arabia, a grandmother keeps her Arabic heritage alive through telling folktales to her grandchildren."
"https://m.media-amazon.com/images/M/MV5BMTc3MjQ2MjY0NF5BMl5BanBnXkFtZTgwMzI4NjMzMTE@._V1_QL75_UY207_CR3,0,140,207_.jpg",591. Mai Mai Miracle,6.9, (1.2K),"Inspired by her grandfather's stories, young Shinko embarks on wild flights of fancy about the history of the little town she lives in. But dreams can't fend off the realities of growing up."
"https://m.media-amazon.com/images/M/MV5BYTUwYjU4MDEtMjBjMS00MGQwLWEwYjUtYTM0ZTdmNzAwNjM2XkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",592. Otherside Picnic,6.0, (475),"Moments from death, Sorawo is saved by the mysterious Toriko in the world of the Otherside. Entranced by its beauty, she discovers that this dimension is inhabited by monsters once thought imaginary."
"https://m.media-amazon.com/images/M/MV5BYTA5OTY2MmMtZjA3Yi00ZTM0LWFkNDMtMjliODg1OGQ4MmZkXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",593. MM!,6.8, (262),"Taro Sado is a masochist and goes to a high school with his male friend Tatsukichi Hayama. Taro falls in love for the first time with a girl and wants to be cured of his masochism so that he can confess his love to her, unaware at the time that she is actually his cross-dressing male friend Tatsukichi, so he goes to the Second Voluntary Club to get help. There he meets Mio Isurugi, a self-proclaimed god, and Arashiko Yuno, the girl who made him a masochist in the first place, however, she has androphobia. The club adviser is the school nurse, Michiru Onigawara. Other characters include Yumi Mamiya, Arashiko's best friend, and the president of the Inventors Club, Noa Hiragi, and her lolicon assistant, Himura Yukinojo."
"https://m.media-amazon.com/images/M/MV5BZTA4MDZlOTEtYWY2Zi00YjczLTg5NzEtNzYxYzdjM2FiZTY5XkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",594. Arknights: Perish in Frost,6.7, (97),TV Series
"https://m.media-amazon.com/images/M/MV5BOWRkMjEyNDAtZTg0Ny00YzU0LWIwYjItY2EyZjQ5ZTdhNDFmXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",595. Aho Girl,6.6, (1.4K),The adventures of an idiot girl and her long-suffering friends.
"https://m.media-amazon.com/images/M/MV5BZTMwMzgyNjQtNmJkYi00ZWVhLWE0MTAtOGY1NDEyYjNkY2I2XkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg",596. Pole Position,6.5, (375),A teen stunt car team secretly fights crime with the help of their artificially intelligent cars.
"https://m.media-amazon.com/images/M/MV5BNjVhMTJkNWQtNTViMy00OGU0LWI1ZDUtOTdkYTQ3MTRiMTFiXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",597. COLORFUL STAGE! The Movie: A Miku Who Can't Sing,,,2025
"https://m.media-amazon.com/images/M/MV5BODU4MjE4MjEtMDZjYi00M2EzLWE3ODEtY2Q0NTllOWUzMDAxXkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg",598. Girls Beyond the Wasteland,5.8, (97),"Buntarou doesn't know what he wants to do in the future. He does not have any kind of dream that he wants to pursue, so currently he just spends his days hanging around with his friends. One day, his classmate Sayuki asks him if he wants to help with development of a gal game. She says that she had become interested in his help after she read one of his works intended for the drama club. Buntarou doesn't know anything about gal games, but Sayuki claims that she has the ability to make it a success. Can they make the game, and will it be a success like she claims it will be? This is the story of youths taking a daring step into the unknown..."
"https://m.media-amazon.com/images/M/MV5BYjAyMTg1ODctYjFhNy00N2JkLWEzMTctZGNmMTYyMjgyZTMwXkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg",599. Panda and the Magic Serpent,6.5, (625),"The adventures of a cute little panda, a dragon god and an evil serpent."
"https://m.media-amazon.com/images/M/MV5BMjYxNzQ4MzgtNjZjOC00ZDRiLTg3YjQtOGNjZTRjNGM5MGFiXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",600. Uragiri wa Boku no Namae o Shitteiru,6.9, (260),"Yuki, an orphan with the ability to feel others' emotions and transfer their pain to himself, seeks answers about his past while struggling to control his dangerous powers with the help of a silver-eyed guardian sworn to protect him."
"https://m.media-amazon.com/images/M/MV5BMjZiNTQyMDAtNjhjYy00NjBjLTlmYmUtOWJiNTFhN2U1ODg1XkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg",601. Arakawa Under the Bridge,7.1, (730),"A young man is drawn by his eccentric new girlfriend into her home, a village of eccentrics who live under a bridge on the Arakawa River."
"https://m.media-amazon.com/images/M/MV5BMjg4NjA2NmQtOGE5Ni00YmMzLTk0YmEtNzgxNWQxODA2NTM5XkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg",602. Natsume's Book of Friends the Movie: Ephemeral Bond,7.1, (666),An orphaned teen encounters a supernatural creature that has the ability to look human.
"https://m.media-amazon.com/images/M/MV5BMDY1ZWIwNmQtZmVkNC00NTAyLTg4YzQtZGNmYzYwNzU0ZmJjXkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg",603. Izetta: The Last Witch,6.7, (416),"In 1939 A.D., the imperialist nation of Germany invaded a neighboring country. At once, this war spread across Europe, and the era was dragged into a spiral of a great war."
"https://m.media-amazon.com/images/M/MV5BNWMxZDRiYzQtZWE1Ni00NjdmLWI2ZmUtMzJhYTVmMGYzOTg3XkEyXkFqcGc@._V1_QL75_UY207_CR1,0,140,207_.jpg",604. The Fire Hunter,5.9, (202),"When a Fire Hunter dies in her presence, Touko must make a treacherous journey to the capital for redemption, and just may change the destiny of the destitute world."
"https://m.media-amazon.com/images/M/MV5BYWUyN2ZiYTgtNGJlYi00NjQ1LWE3NDAtNWFkMWZlMmJlNTZlXkEyXkFqcGc@._V1_QL75_UX140_CR0,6,140,207_.jpg","605. How Clumsy You Are, Miss Ueno.",6.0, (234),"Ueno-san, who is in her third year of junior high school, is in love with the concept of falling in love. She makes full use of her inventions and tries to show it off to Tanaka, her Science Club junior."
"https://m.media-amazon.com/images/M/MV5BYjFiMGZjMzUtYTM3My00NDI4LTg3NTQtYWIzYzliODg1MDU1XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",606. High School Fleet,6.6, (138),"Living by the sea, protecting the sea, and journeying across the sea, that is the life of the Blue Mermaid, group of women trained to operate navy warships to protect international peace and handling maritime disaster. 15 year old girl, Misaki Akeno aspire to become one of the Blue Mermaid. And so, she attended Yokosuka girls High school where she became the captain of the Harekaze with her classmates as her crew. Unfortunately, on their first day of school, they got attacked by their instructor's ship which forces them to defend themselves. In result, they are now hunted by authorities for mutiny. However, things are getting more complicated when many of their schools' ships also mutinied which is up to Misaki and her crew to get to the bottom of this incident while being on the run in this nautical adventure."
"https://m.media-amazon.com/images/M/MV5BNmE2MzU4YzQtMDQxOC00ZGUyLWIzMWQtMTQ2Zjk0Zjg5ODAyXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",607. Shinzo,7.3, (284),"n the world of Mushrambo, human life has all but come to an end. After a deadly virus threatened the extinction of mankind, a new race called the Enterrans was created to preserve life on Earth. However, relations between the Enterrans and their creators did not remain peaceful. Soon a war broke out with the Enterrans fighting against the humans and their robots. Ultimately the Enterrans were the victors of this conflict, renaming Earth as Enterra in honor of their victory. Before the last vestiges of humanity fell, one of the few remaining scientists put his daughter, Yakumo Shindou, into a sleep chamber. His hope was that his daughter would one day reawaken and find the human sanctuary known as Shinzo, reviving humanity and restoring peace between humans and Enterrans. Centuries have passed since the war; Yakumo now awakens and meets an Enterran named Mashura who pledges to assist in her quest. Also joined by the Enterrans Sago and Kutal, the group must now work to locate Yakumo's missing memories and locate Shinzo. But not every Enterran is as kind as Yakumo's new friends and some are prepared to commit any atrocity to prevent the return of humanity."
"https://m.media-amazon.com/images/M/MV5BNWE2OTM5ODItOWM2Ni00NjhjLWJhZWMtZjkxMjE3MTU2OTg0XkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg",608. Do It Yourself!!,7.1, (365),"High school girls working on DIY projects, as they struggle, fail, yet don't give up and see the projects through to their end. The story depicts the lives of those girls as they take the first step toward the future."
"https://m.media-amazon.com/images/M/MV5BNDZlNTAzODAtMDcxZi00YzBhLWFhMzAtZmJmZjdiMzIxYTM0XkEyXkFqcGc@._V1_QL75_UY207_CR115,0,140,207_.jpg",609. Tamagotchi!,8.0, (74),Follows the lives of Mametchi and his friends as they progress through each day in TamaTown.
"https://m.media-amazon.com/images/M/MV5BNDUzMzVhYTYtNTIyNS00NWI5LWFhMGQtNjc5NzJiZWZlY2E1XkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",610. Zenshû.,,,"Natsuko Hirose embarks on animation career. Her debut anime becomes a smash hit, sparking social phenomenon and earning her recognition as a brilliant emerging director."
"https://m.media-amazon.com/images/M/MV5BMDYzZGQ4NTUtZjBhNS00ZTJhLTljNDEtOGExOTg2NmJkNmUxXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",611. Please Tell Me! Galko-chan,7.0, (351),Three teenage girls discuss subjects that are usually of an embarrassing nature. Their interactions are gently humorous and often informative.
"https://m.media-amazon.com/images/M/MV5BNGZlNGQ4MTAtMjQzNi00MjQzLTljMzktMGE0NTExNWFmM2RkXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",612. Transformers: Go!,5.8, (74),Two teams of Autobots arrive on Earth with the mission of hunting down Predacons around the planet.
"https://m.media-amazon.com/images/M/MV5BZjgyNzUxM2EtYTdlNi00ZmJmLTg3NTUtODcxZjg4MDQ0MjZiXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",613. Oishinbo,7.8, (35),Oishinbo is a drama about newspaper reporters. The main character is a cynical food critic named Yamaoka.
"https://m.media-amazon.com/images/M/MV5BOTlmMjI3MTctYWVkZi00ZGU1LWIzMDgtOGM5NjU0YjYyZDUwXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",614. Trinity Seven: Eternity Library & Alchemic Girl,6.5, (530),"The film's story begins when Arata inadvertently touches ""Hermes Apocrypha,"" Lilith's Grimoire. Suddenly, he is enveloped by a bright white light, and a girl appears before him. She calls herself Lilim, and treats both Arata and Lilith as her parents. At the same time she appears, something changes in the world. The forbidden Eternal Library awakens. In the Library is sealed the ultimate culmination of Alchemy, the White Demon Lord. The White Demon Lord plots to eliminate Arata and the Trinity Seven to usurp the position of Demon Lord. Bristling with untold power, the White Demon Lord attacks Arata, and triggers a desperate crisis where Arata and the Trinity Seven must save the world in this last battle."
"https://m.media-amazon.com/images/M/MV5BZGMyYzBlNjctNTQ1MC00ZmIxLTk1NzQtZWY2ZjRmODliNDFjXkEyXkFqcGc@._V1_QL75_UX140_CR0,2,140,207_.jpg",615. Magic Boy,6.7, (514),"A young Japanese boy climbs a mountain in search of a magic wizard. The youth finds the wizard, and is tutored by him. Reinforced with magic powers, the boy eventually fights and defeats the evil witches of down under."
"https://m.media-amazon.com/images/M/MV5BNzAwNjhhNWYtYTVkOS00YWJhLWFkNzAtMTU2NThmMDdiY2NhXkEyXkFqcGc@._V1_QL75_UY207_CR33,0,140,207_.jpg",616. BOA,8.0, (28),"Official music video for ""BOA"" by Megan Thee Stallion."
"https://m.media-amazon.com/images/M/MV5BNTI4MWNjNGEtNzUxNC00MWY2LWI3MjQtYzk2ZDMyMWFiMDkyXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",617. Origin: Spirits of the Past,6.3, (4.9K),"It is 300 years into the future. Earth's environment had been devastated by mankind's own foolish plans and humankind is beleaguered by the sentient forests which they have awoken. The world balance is tipped when a young boy named Agito stumbles across a machine that glowed in a strange blue hue inside a forbidden sanctuary. The machine, which has preserved a beautiful girl named Tula from the past, is activated. Tula has a ""mission"" that had been entrusted to her by the past ..."
"https://m.media-amazon.com/images/M/MV5BMzcyMzcwOGItNTViMy00Mzg0LTgwN2MtYjMzZjA1YTllNDYzXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",618. Tokyo Majin,6.2, (171),"A force of supernatural darkness is unleashing the walking dead on Tokyo, and five high school students with extraordinary powers - and nothing in common - must band together to fight the scourge."
"https://m.media-amazon.com/images/M/MV5BNzQwZDhlYjAtMGQzMy00NGFmLWE5NDQtZjY2NWQ1NjY4YjIwXkEyXkFqcGc@._V1_QL75_UY207_CR5,0,140,207_.jpg",619. Saki,6.8, (140),"A tenth-former wore out an old acquaintance by name Saki Miyanaga in the school club of mahjong only because that knew rules, and for a game the fourth was not enough. Certainly, Saki nothing such did not show and, winning back three circles, moved away modestly. But only president of club Hisa Takei noticed that a guest all three meeting had made off ""in a zero"" - that a chance in any way can not be."
"https://m.media-amazon.com/images/M/MV5BM2VmMjJiZjYtNmVmYy00N2Q5LWJlNGMtNjY2NmQzNWFlNmVmXkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg",620. My Santa,5.5, (104),"A teen boy named Santa was born on Christmas Eve who was abandoned doesn't believe in love, until he meets a girl named Mai who promises him the best Christmas ever!"
"https://m.media-amazon.com/images/M/MV5BM2UzYmUzYTAtZTQ0MC00MzE5LWJmOWYtMmFhZjM2NDFlNDBkXkEyXkFqcGc@._V1_QL75_UY207_CR164,0,140,207_.jpg",621. Anime Abandon,6.1, (165),"A philosophical masochist reviews Anime films of the most bizarre caliber, ranging from horrifically violent to borderline pornographic to just plain crazy."
"https://m.media-amazon.com/images/M/MV5BOWQ2MWZhZTMtNzgxNS00MjNhLThjNmMtYjg4MjhhNWE4MDQ5XkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",622. Gundam Build Fighters Try,6.9, (180),"Seven years after it's predecessor, Fumina Hoshino is the host of the Gunpla club in her high school, and, unfortunately, she is the only member and in danger of it being shut down. When a transfer student, Kamiki Sekai asks for the ""fighting club"", she takes him to the Gunpla club instead, he originally declines, but eventually they start fighting battles with their Gunpla, and from there on they start reaching for the top together."
"https://m.media-amazon.com/images/M/MV5BMTc5NjY5NjM2Nl5BMl5BanBnXkFtZTcwMzI1Mjg4NA@@._V1_QL75_UX140_CR0,1,140,207_.jpg",623. Prince Planet,7.8, (227),"Prince Planet was sent from his home planet Radion to study the people of Earth and help them in their fight against evil. His power comes from a pendant he wears, which can only be recharged by energy transmitted from Radion."
"https://m.media-amazon.com/images/M/MV5BNTI1NTFjOWEtMDIzYy00YTRhLThiOTMtNzFlYzBmOGY5MDRiXkEyXkFqcGc@._V1_QL75_UX140_CR0,5,140,207_.jpg",624. Pretty Rhythm: Aurora Dream,7.7, (40),"Prism Stars are performers on the new popular ice show, Prism Show. They are super idols whose techniques, singing and fashion sense are a cut above all others. Aira and Rizumu are two Prism Stars whose goal is to become the best, the Prism Queen; however, the road to success is bumpy."
"https://m.media-amazon.com/images/M/MV5BYmNkYjkwN2YtOWE4Mi00MGE2LTk3Y2YtMzYwYjk3NDMzYThiXkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg",625. Kureyon Shinchan: Arashi o Yobu: Utau Ketsudake Bakudan!,5.6, (146),Rate
"https://m.media-amazon.com/images/M/MV5BYWMzYTg3ZTYtYmJkMy00NzQ2LWIwNjItYzQzNWZlOWQ2MTQyXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",626. Orenchi no Furo Jijou,6.4, (287),A lonely man meets a handsome but homeless merman and brings him home to live with him in his bathtub.
"https://m.media-amazon.com/images/M/MV5BYjNlODM5M2YtOWM3Ny00YmYyLWFlZGUtMTk1ZjFiNDBkYjE3XkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",627. AnimeTV,5.4, (29),TV Series
"https://m.media-amazon.com/images/M/MV5BZGE5NjYwYTgtYWRhMi00NzI3LWI2OTItMGI0MmE5ZDcyMDdjXkEyXkFqcGc@._V1_QL75_UY207_CR137,0,140,207_.jpg",628. Bubu & Bubulina,5.0, (6),"A mean older sister ""BUBULINA"" and a serious younger sister ""BUBU"". One day, a girl who had queerly long legs came before them. Her red shoes caught the eyes of BUBULINA. She said, ""With the shoes, you can dance very well like this. Do you want to try?"" ""Yes!"" BUBULINA strongly nodded her head. In the next instant, the red shoes held on to BUBULINA...!?"
"https://m.media-amazon.com/images/M/MV5BMDgzNmYwMjEtMjYzYS00NzdhLTk1ZmItM2UxODQyMjE2ZGE3XkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg",629. Ginga e Kickoff,8.0, (89),"After his team was disbanded, Sho Ota is 6th grader determined on finding new members to reassemble the Momotaro Predators."
"https://m.media-amazon.com/images/M/MV5BOTdiODRhZTgtYWNlMC00MTE1LWJlZDYtOTEyYTZlN2ZhYTJlXkEyXkFqcGc@._V1_QL75_UY207_CR10,0,140,207_.jpg",630. Marvel vs. Capcom: Clash of Super Heroes,8.1, (770),"The evil Onslaught has become too powerful, so the Marvel universe is assisted by the Capcom universe to destroy him before he is unstoppable."
"https://m.media-amazon.com/images/M/MV5BZTZjMWNkOTAtNTBiOC00NjQwLTlkZDktOGZjMGU3Yjg0YmRlXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",631. Eternights,7.5, (25),"Eternights is a dating action game, blending a love story with adrenaline-driven combat as you make the most out of life during the apocalypse. Scavenge for supplies, explore dungeons - and go on dates."
"https://m.media-amazon.com/images/M/MV5BMTI0MDkzODY4Ml5BMl5BanBnXkFtZTcwNTM2NTA0MQ@@._V1_QL75_UY207_CR5,0,140,207_.jpg",632. Robotech: The Shadow Chronicles,6.3, (1.6K),"Picking up where the original series left off, Scott Bernard continues his search for Rick Hunter and the fate of the SDF-3."
"https://m.media-amazon.com/images/M/MV5BOTZhN2ZmNDktNDdkZS00NjUyLTgxN2EtZjM5ZDA2MWJjZWY3XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",633. The Dragon from Russia,5.5, (502),"May Yip and Yao are both orphans and have been friends since youth, but they're torn apart when the leader of the 8 Hundred Dragons Kung Fu cult abducts Yao and erases his memory."
"https://m.media-amazon.com/images/M/MV5BYzk5MjE5ZjMtMWY1YS00ZTNlLWJjNjgtNGFhMTkyM2QyYjQyXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",634. The Family Circumstances of the Irregular Witch,6.0, (191),"The daily lives of a family of two witches, Alyssa and her daughter Viola."
"https://m.media-amazon.com/images/M/MV5BZWNjZDdkNjMtN2ZhYi00MGIyLWI0YzctOWFhYjY1MjNhZDE4XkEyXkFqcGc@._V1_QL75_UY207_CR114,0,140,207_.jpg",635. My Last Day,7.2, (136),"The Scriptural story unfolds through the eyes of a criminal who receives the same brutal crucifixion sentence as Jesus of Nazareth. It is a short moral film of regret, repentance and redemption."
"https://m.media-amazon.com/images/M/MV5BYmRiZjE5YjYtMzg3MS00ZDdmLWEyNTItMWVkYTJhYTdmMDNhXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",636. Kemeko Deluxe!,6.1, (97),"6-year old Sanpeita Kobayashi got engaged to his childhood friend, a mysterious pink-haired girl who promised they would meet again 10 years later, and she would become his bride. The series begins then."
"https://m.media-amazon.com/images/M/MV5BODcyNjZlOGQtMWNmMy00NTMxLThjMWEtNzcyMTNmYWJmMDk3XkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg",637. Adam Chaplin 2,,,Adam allies with someone new to pursue revenge after defeating a demon. General Darrius Richards returns to Heaven Valley with cyber-soldiers to avenge his son's death. Violence between the parties is imminent.
"https://m.media-amazon.com/images/M/MV5BYzY4NTJkZDctOTYxYy00MjM5LWE5MmItNzJiMTlmNWRhMjc5XkEyXkFqcGc@._V1_QL75_UY207_CR1,0,140,207_.jpg",638. RWBY Chibi,7.5, (622),A spinoff of the popular rooster teeth show RWBY. This show is small clips of the cast of RWBY in their spare time.
"https://m.media-amazon.com/images/M/MV5BNmE2MjdiMTItYWVkNS00Mzc0LWI2NWUtYmVhMDAzMjRlZDc5XkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg",639. Take My Brother Away!,7.1, (220),"Teenage siblings Fen and Shi Mao fight about everything every single day. However, when disaster strikes, they've got each other's backs. Hopefully."
"https://m.media-amazon.com/images/M/MV5BYWM5NDNmZGEtY2FjZi00ZTRmLTk0MzUtOWM1NjJmMjA1Yjc4XkEyXkFqcGc@._V1_QL75_UY207_CR5,0,140,207_.jpg",640. Re: Zero kara hajimeru isekai seikatsu: Death or Kiss,7.5, (125),"When Subaru Natsuki leaves the convenience store, the last thing he expects is to be wrenched from his everyday life and dropped into a fantasy world. Things aren't looking good for the bewildered teenager; however, not long after his arrival, he is attacked by some thugs. Armed with only a bag of groceries and a now useless cell phone, he is quickly beaten to a pulp. Fortunately, a mysterious beauty named Satella, in hot pursuit after the one who stole her insignia, happens upon Subaru and saves him. In order to thank the honest and kindhearted girl, Subaru offers to help in her search, and later that night, he even finds the whereabouts of that which she seeks. But unbeknownst to them, a much darker force stalks the pair from the shadows, and just minutes after locating the insignia, Subaru and Satella are brutally murdered."
"https://m.media-amazon.com/images/M/MV5BMWU4OTE5YjEtMjlkNy00ODcyLTkyNmYtYWE1NmEwYzc5ZGZiXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",641. Sophie and Virginia,7.8, (118),The two orphan sisters Sophie and Virginie travel around the world on different adventures.
"https://m.media-amazon.com/images/M/MV5BZDdiZGI1ZjMtZDkzMC00OTRmLThkNGQtY2M0MmI2MjdmZjVhXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",642. Maximillian,3.9, (134),"The secret team of assassins, the Shadows, are put to the test in an ultimate game of survival."
"https://m.media-amazon.com/images/M/MV5BNDBiNWQxNGYtOTI3ZS00N2U1LTg3OWUtMmZlOTU0YmRhYmI5XkEyXkFqcGc@._V1_QL75_UX140_CR0,6,140,207_.jpg",643. Otaku,6.7, (181),"A documentary that explores the life styles of various otakus in Japan. Various interviews are given to selected otakus who express how interesting it is to be an otaku as oppose to not being one at all. Along with various shots of various Japanese city landscapes and the inside of an average otaku home from rooms filled with videos, models, and the latest in technology."
"https://m.media-amazon.com/images/M/MV5BZDY5NDlhM2QtNTYzZC00Y2IyLWJlMzEtMzVjMDEyNTdiODBhXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg",644. Samurai Harem,5.9, (324),"When Yoichi moves from the mountains to the city, he'll go from surviving the wilderness to surviving with four fierce females."
"https://m.media-amazon.com/images/M/MV5BOTQyNjZlYTMtMjY4ZC00MzRiLWFkNDMtMTA1ZDA4OThiYTBkXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",645. Phantom of the Idol,6.5, (47),"""Kami Kuzu Idol"" is based upon the manga ""Phantom of the Idol"". Music promoters have paired two good looking boys to make the pop idol duo ZINGS. They have some problems though. The nice blond boy, Kazuki Yoshino, is hard working but lacks confidence. The dark moody boy, Yuuya Niyodo, only wants a lazy way to get rich. His manager is ready to fire him until - One evening Yuuya meets a pretty girl back stage, Asahi Mogami. She wants to work hard and be a successful idol. However she has a problem, she died a year ago. Her desire and Yuuya's laziness lead to an arrangement. Asahi possesses his body while working and he can be lazy the rest of the time."
"https://m.media-amazon.com/images/M/MV5BOGQ1NjhmZGMtZjdkMC00Njg5LTkwZTMtZGM4ZjZmYzQ3OThlXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",646. The Murder of Sonic the Hedgehog,7.4, (172),Sonic the Hedgehog.. was murdered!? Get to the bottom of the mystery in this brand-new adventure.
"https://m.media-amazon.com/images/M/MV5BODczM2JiY2YtMTdiNy00MjA3LWI0MzgtOGEyNDQ3YmQyMmQ4XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",647. Utawarerumono Mask of Truth,6.4, (53),Chaos has taken hold of the land in Mask of Truth as a conniving general has unlawfully seized the throne of the mighty Yamato Empire. The only ones that stand in his way are a couple of familiar faces who must rally different kingdoms together and fight against the powerful Imperial army.
"https://m.media-amazon.com/images/M/MV5BZGYxOGQ4MDgtMzM0OS00ZDM5LWJmOGItNTQ5MTkzNTUzYjBkXkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg",648. Biohazard 4D: Executer,5.6, (640),"In this non-canonical entry in the Resident Evil/Biohazard franchise, five members of the U.B.C.S. are sent to Racoon City to trace Dr. Cameron and, foremost, her research. However, the horrors they encounter are beyond their imagination."
"https://m.media-amazon.com/images/M/MV5BYWYzNzdlOTAtNWI3ZS00ZjIyLTkzY2MtMmIxNDkyZGI3OTNkXkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg",649. Africa no Salaryman,6.2, (101),"The comedy follows a lion, toucan, and lizard as they live the lives of office workers in a capitalist society in Japan, while also dealing with their unique situations as animals living beyond the savanna and the food chain."
